age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
37,unemployed,divorced,professional.course,yes,4644,yes,yes,cellular,9,aug,718,2,-1,2,failure,0.5446359404003696,94.97033129867266,-4.115094447517478,1.4247487098502856,5461.74595586378,yes
27,management,single,university.degree,no,74,no,yes,cellular,7,oct,898,4,383,2,success,2.6480231161789485,91.60130494741222,-48.17633847709903,3.3651025296469244,5597.133711179854,no
24,management,single,tertiary,yes,2412,no,yes,telephone,27,apr,799,5,383,3,unknown,-1.8708121710895713,92.78380684979757,-14.8024753391404,4.666496602153682,5753.540331504166,yes
48,admin.,single,professional.course,yes,3970,no,yes,cellular,24,oct,36,8,383,9,success,-0.20296278540685453,93.34648404417258,-7.40965374380044,1.4358852478801165,5673.745824106138,no
46,self-employed,married,secondary,yes,-541,no,no,telephone,21,nov,890,7,-1,1,unknown,0.7274447369845856,96.88233159252073,-29.38618107217423,0.8316112520690342,5114.876201538005,no
58,technician,single,high.school,no,-918,yes,yes,unknown,24,dec,261,4,-1,3,unknown,2.049310376711743,97.47292477082999,-24.244084421176655,2.7586480838850913,5748.627681686234,yes
58,blue-collar,married,high.school,no,-582,yes,no,unknown,18,oct,576,9,383,0,failure,1.8045830285823863,93.06510872515912,-42.620463752674745,2.998073699273248,5314.62698038008,yes
50,unemployed,divorced,high.school,no,-816,yes,no,cellular,24,jun,531,3,-1,3,unknown,2.0254576081074447,90.34644013376275,-13.183507585016201,3.840477944670783,5247.110800342141,yes
57,technician,single,professional.course,no,1258,yes,no,unknown,4,jun,287,5,-1,8,unknown,0.06107262682867498,96.6046642511478,-19.72430593590793,2.552033899231472,5845.430528094979,yes
58,entrepreneur,married,tertiary,yes,2615,yes,no,telephone,31,jun,448,1,383,6,failure,0.4883490878983583,97.06798337019374,-6.202241454569943,0.5126928454677382,5515.21611108747,no
58,technician,married,tertiary,no,4149,yes,no,telephone,21,jun,958,9,-1,6,other,-1.0492910876611874,90.97596159138531,-38.3820176666811,4.7070515370794315,5662.882285239581,yes
56,services,single,secondary,no,-446,yes,yes,telephone,31,nov,595,8,-1,0,success,2.6068056085630644,93.50884359414394,-38.35117843291525,2.5312919999445795,5077.966231061574,no
50,management,married,tertiary,yes,-257,no,yes,unknown,29,nov,734,1,-1,1,unknown,2.155953871701522,92.17857074776816,-0.9539106034507654,1.2802196554104475,4557.820320715103,yes
39,entrepreneur,divorced,university.degree,no,-712,yes,yes,cellular,24,feb,879,4,-1,2,other,1.527550567040758,93.77411937810528,-37.168674062551446,4.497962075490506,4905.143541313157,no
55,management,single,basic.9y,yes,2606,no,yes,telephone,9,nov,860,3,383,8,unknown,0.8532249225236459,99.68828007349153,-40.22472220775529,1.7630962426815207,4550.848573180397,yes
39,management,married,professional.course,yes,3354,yes,no,telephone,4,jul,508,8,-1,8,failure,2.544259707742884,95.38738445035509,-37.558059563178105,2.7391331338310008,4792.245008534683,no
27,self-employed,married,primary,no,3525,yes,no,unknown,20,mar,727,4,-1,1,unknown,0.6134771147759635,96.62706080652652,-18.011756463014745,1.045753475353657,5366.249549237426,yes
46,management,single,primary,no,283,yes,no,cellular,3,nov,785,6,383,1,other,-0.03700267260211687,97.55035917151832,-48.87468855103659,1.0698850163198024,5570.266794700744,no
34,management,married,high.school,no,-171,yes,no,unknown,2,may,813,3,383,1,success,-2.7304469072978583,96.07157416551894,-18.977137539927792,4.536751775040057,5428.331878825067,no
49,student,married,high.school,yes,2865,yes,no,telephone,5,jan,283,8,-1,1,success,-2.826659051261581,95.39817063714945,-42.15227752269342,4.945673978618942,4680.203568560233,no
58,admin.,divorced,tertiary,no,2115,no,yes,telephone,7,dec,262,5,383,3,success,-2.283865097745076,99.7395918681188,-42.27182904404874,3.6362056053776612,5866.7820500949865,yes
55,technician,married,secondary,yes,-531,yes,no,cellular,25,apr,328,8,383,2,success,-1.58959651280002,97.28349540892324,-46.01523874979323,0.8716621389879851,5634.726796547591,yes
43,services,married,basic.9y,no,4600,yes,no,unknown,17,nov,760,7,383,1,unknown,-0.8248955847123502,98.08911460588442,-24.667964276820143,0.5629442373008509,4832.296397430864,no
28,self-employed,divorced,high.school,no,3436,no,yes,telephone,11,apr,923,7,-1,0,failure,2.0678119393965897,91.73793635410868,-2.1629796901611513,2.1267012683769333,5403.33781338682,no
58,admin.,single,professional.course,yes,-64,yes,no,unknown,6,mar,562,8,383,6,unknown,1.3579108818627956,98.61603704410132,-44.48771626867714,0.9461897604579428,5875.9320362166045,no
53,blue-collar,single,tertiary,yes,4566,yes,yes,cellular,29,jul,370,9,383,0,success,2.7352603186795275,99.49391990495812,-17.473726239896706,2.7175641134809236,5725.115471412282,no
55,blue-collar,single,professional.course,no,91,no,yes,telephone,28,aug,358,4,-1,1,success,-1.627790631208055,90.92156164458319,-12.697013933540461,2.0085732701854884,5995.156174260597,yes
24,entrepreneur,single,university.degree,no,4011,yes,no,cellular,18,jan,220,4,383,1,other,-0.43574877589161165,99.88558907888019,-4.996120837614484,0.974152319087182,4938.261435803417,yes
36,services,married,tertiary,no,4596,yes,no,cellular,1,dec,771,9,383,3,other,0.7181302531993099,94.28320283760107,-28.262186126618005,3.1331839035506555,5928.010572203065,no
43,student,married,high.school,yes,-582,yes,yes,unknown,17,nov,603,7,-1,0,success,-0.5646210086165473,99.72457294800489,-29.20146711644805,4.32552183573323,5067.791557553921,yes
37,blue-collar,married,tertiary,no,4573,no,yes,unknown,11,apr,340,6,-1,4,unknown,-2.006540488556502,96.36874600714505,-2.3490402454301886,4.030933793758955,5415.433960327032,no
41,blue-collar,single,high.school,no,114,no,no,cellular,5,jun,208,1,383,7,failure,2.8366463520825853,91.21175934971274,-25.78822367324654,1.8194016155012194,4862.035857905146,yes
48,admin.,single,secondary,yes,2928,no,no,unknown,12,may,764,1,-1,9,failure,-2.8821160679475275,96.91721979024891,-37.47709196295283,3.489386170465175,5586.275953844895,no
22,management,married,secondary,yes,449,yes,no,telephone,15,dec,720,1,-1,8,success,-0.08112971879498732,97.34178016847534,-37.81478642489321,0.887969292297686,5067.712339337778,yes
37,services,married,tertiary,yes,875,yes,yes,telephone,7,feb,450,5,-1,0,other,-0.6799800546136545,93.87859297040247,-7.614306701609976,1.6188424786919073,4758.811381274156,no
50,student,divorced,tertiary,no,1303,yes,yes,cellular,9,apr,550,2,-1,1,success,-0.29642886149397407,95.91289457157421,-8.159894528098746,0.683391982086407,5820.609284943981,yes
39,admin.,married,high.school,no,3713,no,yes,telephone,7,mar,887,9,-1,2,other,1.5715653419170685,96.12026579974572,-15.473628780685864,3.6280183800403507,5275.8231672802385,yes
49,services,divorced,high.school,yes,1533,no,no,unknown,30,jan,512,7,383,7,other,0.04313423779729986,96.88681917849304,-18.093339810196667,2.426814782458681,4640.584970948356,yes
34,entrepreneur,single,professional.course,no,114,no,yes,cellular,14,feb,709,9,383,7,failure,0.5882635269479604,90.25518168396815,-23.339742150371755,1.9751815000465318,5307.319620446763,yes
44,services,married,tertiary,no,3797,no,no,telephone,4,jul,630,7,-1,9,unknown,2.7995128151158966,94.00955945136764,-39.29860815020662,2.4078736525722695,5982.030749274594,yes
41,services,divorced,university.degree,yes,518,yes,yes,unknown,21,aug,247,8,383,9,other,-0.4942570904493131,96.46337058717248,-13.625471251302791,4.25401138527784,5733.30887869775,yes
40,unemployed,divorced,primary,no,1221,no,yes,telephone,31,may,751,7,383,3,failure,-0.6681525080213842,95.35230730769898,-43.64906657077566,4.750269017781502,4882.207696917864,no
32,self-employed,single,basic.9y,yes,2638,yes,no,unknown,2,oct,217,6,383,3,success,2.180621908071789,96.9562485048181,-10.44851578015863,2.5591199777928955,5883.403243462389,no
58,technician,divorced,professional.course,no,1391,yes,no,cellular,2,nov,273,1,-1,0,success,1.1620020827212532,92.75460998258832,-31.51702856752617,4.72219938034793,4557.067425128603,no
24,management,divorced,tertiary,yes,-346,no,no,cellular,22,jun,772,7,-1,2,other,1.8786308002473806,93.60557324454919,-19.662359082192605,3.728309930523605,4919.439415216286,no
52,student,divorced,secondary,no,3232,no,no,unknown,15,dec,842,9,-1,0,failure,0.2549136408699617,93.26436968825601,-34.24991621202197,3.180308952305042,5455.727458314323,yes
34,management,married,basic.9y,no,3792,no,no,cellular,15,feb,134,4,383,2,other,2.1477665413894567,97.5109356533582,-35.553565568504595,4.3471794546188836,5407.655659751465,no
24,admin.,single,tertiary,yes,-363,no,no,telephone,12,jan,680,1,383,2,failure,-0.12534074936627437,91.22870337045376,-0.8824181670931992,2.2194158635754,4789.630840975371,yes
25,self-employed,married,high.school,no,1229,yes,yes,telephone,12,dec,291,7,383,0,unknown,-2.965130384474069,95.94543400120365,-11.495949499645242,2.431352246678046,4933.147361635744,no
32,management,divorced,primary,no,1114,no,yes,telephone,4,jan,34,9,-1,4,unknown,2.6687073973161066,96.50202653690125,-4.13720826250335,4.489237803840821,5023.255430946174,no
43,self-employed,single,primary,yes,119,no,no,cellular,31,oct,946,2,383,6,success,-2.144122193801378,97.45433077156245,-3.271318438115003,2.0859166406459293,5162.013703662066,yes
49,admin.,single,primary,yes,451,yes,yes,cellular,25,aug,170,2,383,3,failure,-0.5406289264577566,94.70110002502595,-44.73649466846,4.350399447160578,4731.381615202118,no
50,management,single,secondary,no,1020,no,yes,cellular,25,oct,342,5,-1,1,other,2.4338889329685767,96.82053687502614,-13.934037809251556,0.8322784847790868,5271.286676054226,yes
54,services,married,university.degree,yes,-197,no,yes,cellular,21,nov,876,7,383,1,failure,1.7168011004477055,91.51474164303917,-48.677427137452426,3.9884746373921685,5348.094217364639,yes
25,self-employed,single,basic.9y,yes,-718,no,no,telephone,3,may,884,4,-1,2,unknown,0.046163951169551964,99.89300405966593,-46.24099827282823,4.634385904567696,4782.536442743725,no
31,self-employed,married,university.degree,no,4128,no,yes,unknown,21,nov,547,2,383,5,other,1.03871192436719,90.54975794711417,-47.35539188515085,0.981596018838127,5289.779822378009,yes
22,admin.,single,tertiary,yes,2753,yes,yes,cellular,20,aug,842,1,-1,4,success,-0.1898210513902443,98.17777312834593,-46.82892453192073,4.924396174621416,5957.210587970285,yes
49,unemployed,single,primary,yes,3266,yes,no,unknown,9,jul,704,9,383,5,other,1.073918346065387,92.9096737154888,-14.818155197510983,2.6038724604912984,5828.650085708711,no
27,entrepreneur,single,tertiary,no,1601,yes,yes,telephone,15,jun,888,8,383,4,other,1.7708488106336109,95.36004745801407,-30.603923551721657,3.1468302754693944,4585.354185388621,no
53,unemployed,married,primary,no,-974,yes,no,unknown,10,aug,670,7,383,5,other,-0.942741103110686,97.44481358273126,-27.201833594077605,2.3923163442984983,5866.002588303139,yes
31,technician,divorced,primary,no,4400,yes,yes,telephone,9,mar,97,9,383,8,other,2.19008344887823,92.71659259449142,-46.87766805320878,0.7525379475190566,5376.30514436916,no
48,management,divorced,university.degree,yes,-154,yes,yes,unknown,1,dec,150,3,383,0,other,0.7492496373588313,98.56537105553078,-35.13471883404457,2.6469978727130568,4660.289497210611,no
49,entrepreneur,divorced,university.degree,no,287,no,yes,unknown,13,jan,664,9,-1,7,unknown,-2.2271681231176155,93.98504886295551,-47.373168918305204,2.402209294964139,4588.706473697622,yes
57,technician,divorced,secondary,no,3541,no,yes,unknown,22,aug,315,6,383,6,failure,1.1570854048217516,99.22687508900522,-32.32719392676243,4.228059125052047,5356.728623440389,no
58,management,single,tertiary,no,3970,yes,no,cellular,2,jul,270,2,383,1,success,-0.4373067862667188,92.45826962601193,-41.752171360861794,3.85758591521392,5087.381046615313,no
28,admin.,single,professional.course,yes,2477,no,yes,telephone,12,may,697,2,-1,5,failure,-1.3351510107843554,99.15374236886983,-38.71005197984043,0.7480253965839179,5065.307119904588,no
48,entrepreneur,married,basic.9y,no,4467,no,no,cellular,20,oct,946,3,-1,9,failure,2.7018005536087424,95.1691860752741,-46.6651751654316,2.7494294039236102,5309.265943770907,yes
40,unemployed,single,basic.9y,no,4435,yes,yes,cellular,13,oct,436,4,383,3,unknown,-1.844807777759994,91.34643943070252,-34.56369201705204,3.918285796916901,4790.000467181577,no
29,admin.,divorced,high.school,yes,1611,yes,yes,unknown,30,oct,2,1,383,8,failure,-0.3950082019048997,95.1128947325589,-13.01437678144329,4.46169700786936,5533.883748413564,no
25,entrepreneur,single,high.school,yes,-95,no,yes,unknown,31,may,497,2,383,6,failure,-1.1240184523915229,91.31086815926012,-25.985144985968674,1.888903034157556,4943.938303829529,yes
29,management,divorced,basic.9y,yes,4369,no,no,cellular,23,aug,270,9,383,2,unknown,2.260457008201822,90.10888577808497,-36.233724690803136,3.2365504408952437,5046.389104869676,no
20,unemployed,divorced,basic.9y,no,3365,yes,yes,unknown,24,jul,422,2,383,2,unknown,-2.333633674203405,99.42916507343391,-35.29216986678495,4.853894670407271,5186.088063897969,no
26,services,divorced,high.school,yes,-348,yes,no,telephone,5,aug,453,7,-1,0,unknown,0.16072725684845413,98.01885958872828,-45.82925177479847,2.2795339287459644,4617.9986324001875,no
44,student,divorced,high.school,yes,4924,no,yes,telephone,28,sep,645,7,383,2,other,1.834558354438598,99.89232972014823,-31.143440689456543,3.9034458094583155,5048.487420703588,no
28,technician,single,professional.course,yes,119,no,yes,cellular,3,nov,927,1,383,7,failure,2.109900166110073,94.1973150039358,-33.58231799833128,1.7199489699633805,5176.285765550697,no
22,management,single,secondary,no,-280,yes,no,unknown,26,aug,315,8,383,3,failure,1.1147679438583102,96.44233650800899,-12.27999050913656,1.703997440521953,4743.887869522608,yes
53,services,married,high.school,no,4028,no,no,unknown,10,dec,957,5,-1,0,success,-2.3243424016980505,98.34004628762243,-46.96243213506705,4.743141137850851,4943.530112120556,yes
52,entrepreneur,single,tertiary,no,4795,no,no,telephone,14,nov,949,7,-1,8,success,1.9944948571582675,99.67749700267733,-11.047342824202417,0.8295623364880762,5540.437534841766,no
22,self-employed,divorced,basic.9y,no,800,no,no,unknown,8,jul,935,8,383,3,success,-1.6804972967622285,92.17680284430861,-34.738498053420756,4.3597695228574445,5633.457515297354,yes
50,unemployed,divorced,primary,no,3530,no,yes,cellular,16,aug,272,2,-1,4,unknown,-2.8550198712875874,93.44335591933793,-35.38530133951865,0.592274564454311,5571.501859661535,yes
47,entrepreneur,divorced,basic.9y,no,4063,yes,no,telephone,2,feb,571,6,-1,4,other,-0.41226849488512407,93.41690323400672,-27.93907312533479,0.7221977557051573,5511.7114243654405,no
40,self-employed,single,tertiary,yes,-349,yes,yes,cellular,22,jan,417,2,-1,0,unknown,-2.8458250790533164,90.83373954675855,-34.52593246681274,0.9636154815055201,5468.59499791924,yes
27,student,married,professional.course,yes,4785,no,no,cellular,1,may,456,7,-1,9,other,1.6592183789696202,99.64860445607974,-27.201175642134306,3.8409290143584887,4511.240177608506,no
35,admin.,divorced,high.school,no,1805,yes,no,unknown,30,oct,318,3,-1,6,other,1.0722283185265207,93.5378696441088,-17.706204733979348,1.70596884078676,5718.5924517463045,no
22,technician,divorced,basic.9y,no,4915,yes,no,telephone,9,may,247,7,383,4,unknown,0.6717168252916159,92.73859323006283,-1.106760319409588,2.749538206396704,5263.947994222281,yes
31,services,married,professional.course,no,2834,no,yes,telephone,11,jul,408,7,383,3,unknown,-1.0000433605466004,95.79398688286288,-11.324790952064703,2.977195711152847,4951.035053852581,no
52,unemployed,married,university.degree,no,-575,yes,yes,telephone,7,jul,173,9,383,5,other,1.0855690116873005,91.70312269410316,-11.239507191647704,2.2132088798744314,5042.532208901831,yes
36,blue-collar,divorced,primary,no,4649,yes,yes,unknown,29,nov,64,6,-1,9,success,-2.2113750156371665,91.15877258169655,-30.70915656187609,0.8214474390540507,5507.568680001649,yes
49,management,divorced,primary,no,3878,no,yes,cellular,13,apr,88,1,383,1,failure,-2.497517077650585,96.166752050456,-44.12652710601775,3.0236555090961574,4897.467269938872,no
47,student,divorced,university.degree,no,112,no,no,cellular,21,jul,567,8,383,9,failure,1.9045264218218154,93.0392518700146,-25.34560576546535,0.8742599713709747,5815.772405460782,yes
42,self-employed,divorced,tertiary,yes,1487,no,no,unknown,26,oct,264,1,-1,0,failure,-1.0359890853773748,92.77434406442957,-37.0346181959616,2.905820073061152,5304.635381243363,no
37,self-employed,divorced,high.school,no,4646,yes,yes,cellular,15,oct,518,3,-1,6,success,-2.9621599650087838,90.39510423062131,-12.256581045625417,3.863494170097441,4666.943267003528,yes
41,technician,married,primary,yes,814,yes,no,cellular,23,jan,499,6,383,8,success,2.485306871178844,97.1466312055388,-11.550660045595102,0.9576521246965517,5838.870496550623,yes
32,entrepreneur,married,secondary,no,3033,no,yes,telephone,25,oct,109,6,383,1,unknown,-0.9143234409570486,99.94713364842195,-4.918265764652247,4.107344178983878,5122.0895462913195,no
50,student,divorced,professional.course,yes,2137,no,yes,cellular,3,may,764,1,383,8,success,-1.9465317833237483,90.63617340328624,-11.884914167795365,3.697682940295371,5662.507255252783,no
56,unemployed,divorced,high.school,no,-549,no,no,telephone,14,oct,394,1,383,8,other,-2.170539813167233,96.42119720387906,-46.229099610803196,0.8572619514589284,5146.838582559545,yes
59,management,married,tertiary,no,164,yes,yes,telephone,24,aug,487,4,383,2,success,1.2710261647743852,95.4039169080105,-11.001670035604498,3.4592681627314734,5732.539780821326,no
27,blue-collar,married,high.school,no,463,no,yes,telephone,12,sep,927,6,383,2,failure,0.9047001969943298,91.52070178481377,-37.248005515634645,1.9661291092856998,5355.703532247579,yes
41,unemployed,married,primary,no,2271,no,yes,telephone,16,mar,572,3,383,5,success,0.32645304008465015,98.29991547527237,-1.558571518417459,4.826159451146698,4793.142152940336,no
35,blue-collar,married,high.school,yes,1967,no,no,telephone,18,oct,844,4,-1,5,failure,1.6365436601345413,96.75925754948902,-36.1252592995942,3.2593243665653713,4717.5894932157635,yes
33,blue-collar,divorced,tertiary,yes,-979,no,yes,unknown,11,nov,169,9,-1,4,success,-1.4075627662481685,94.7050198107365,-38.6138475109849,2.7870051503126683,4745.2382343397485,no
43,services,married,basic.9y,yes,1311,yes,yes,telephone,28,jul,637,4,383,3,other,-1.3610282671828884,93.43981415537569,-15.042769847834421,0.8481027265722912,5778.898024754059,yes
54,management,divorced,high.school,no,3841,yes,no,cellular,2,jan,939,7,383,0,other,-1.894599956999402,92.01131662995982,-20.757695916928093,4.19067176680468,5857.4528386977445,no
48,self-employed,single,tertiary,yes,3826,no,yes,cellular,15,oct,350,4,383,3,success,1.5070677324753605,97.50427976571387,-24.479409407773183,1.0831368992753068,5859.1173556764015,no
33,admin.,single,basic.9y,yes,1112,yes,yes,telephone,1,jun,104,6,383,2,other,-2.399572848269979,92.02842693047214,-16.21625328979468,1.4677708272951375,4697.912335607001,no
50,blue-collar,single,high.school,yes,3096,no,no,telephone,8,may,37,8,-1,5,failure,1.135833412889136,97.02588135795918,-49.86108187744031,4.755440251800724,4805.703090498673,yes
59,services,married,secondary,no,3352,no,no,cellular,28,jan,541,2,-1,2,unknown,2.87931081813898,90.17023873927758,-33.555708203505986,0.5857741335250626,5647.248003076962,yes
46,blue-collar,divorced,university.degree,yes,3847,yes,yes,telephone,27,jun,607,9,383,0,other,1.0931900632662108,96.04615271831624,-3.4738375423782912,2.3886881920661986,5213.629148372154,yes
33,entrepreneur,divorced,primary,no,3815,no,no,cellular,11,jan,163,3,-1,2,other,-2.376084363242776,94.108778258115,-9.422371690110474,4.653836557311454,5871.503581469297,no
31,student,single,secondary,yes,3424,no,yes,telephone,21,jun,659,4,383,9,unknown,2.5929403116450995,94.2943858032347,-8.323920573843395,3.499368130745972,5790.688087330124,no
40,services,single,secondary,no,-221,yes,no,telephone,31,apr,3,9,383,7,failure,-1.9557550632952605,92.57929687942088,-3.536798227184171,2.6835081379348416,4645.549496349337,no
42,unemployed,divorced,tertiary,no,-78,no,no,unknown,21,may,498,1,383,9,failure,2.4393170537693143,98.73756795324577,-45.32959785803722,2.142411429860931,4904.453819402557,no
22,blue-collar,divorced,high.school,yes,863,yes,no,unknown,17,jan,193,5,383,1,failure,2.6130344514165085,97.97046881941812,-8.503892710747493,0.9883536798833115,4713.760672507904,yes
31,management,single,professional.course,no,-331,yes,yes,cellular,15,mar,353,2,383,4,success,2.520868647330208,91.63983858289205,-16.0556675376399,4.567805232701337,5558.830385346366,no
30,blue-collar,divorced,high.school,yes,1670,no,no,cellular,24,apr,170,7,-1,5,success,-0.132941595561749,97.00000430563871,-48.002419153078094,0.9321039773328231,5410.382364058399,yes
57,blue-collar,single,high.school,yes,3182,no,yes,unknown,27,feb,340,7,383,7,failure,-1.5275623852138638,96.91023888522031,-19.206319631405727,4.055298180316406,4545.392378217145,yes
46,entrepreneur,single,basic.9y,yes,2350,yes,no,telephone,7,feb,872,4,-1,7,other,-1.2168028184652024,90.68804514586314,-11.278711512595706,3.2092153137732913,5450.533827164716,yes
26,management,single,secondary,yes,471,no,no,telephone,19,may,910,6,-1,5,success,-1.4964061822428207,92.49799248437341,-21.215905363093977,2.2517439335743155,4870.327936718405,yes
47,admin.,single,basic.9y,no,4806,yes,yes,unknown,15,sep,225,2,-1,1,unknown,2.203740270343035,92.24105152646385,-18.87035562301429,4.545267646768799,5820.8498399920245,yes
26,entrepreneur,divorced,tertiary,yes,92,no,no,telephone,24,jun,867,7,383,3,unknown,-2.354003586383628,96.06444661047482,-4.0848292610972265,0.7476702435461027,5241.941731247781,no
40,self-employed,divorced,university.degree,yes,-426,no,no,cellular,21,may,655,7,-1,9,failure,-1.4878237971822215,98.4667365855313,-0.1995263252707744,3.422138671194409,4549.458620398064,no
45,technician,divorced,secondary,yes,249,no,no,cellular,4,sep,90,1,-1,4,unknown,0.799620078705515,91.84594188450687,-14.624328348248824,0.6512764861178616,5426.120948575481,yes
52,self-employed,divorced,university.degree,yes,-240,no,yes,cellular,12,dec,67,4,-1,4,success,2.465088558082101,95.5562367431523,-46.503592497058996,4.361719671129308,4759.8963487674055,yes
30,entrepreneur,divorced,professional.course,no,3681,yes,yes,cellular,31,feb,374,3,383,3,unknown,0.6585686336152432,94.83333870851571,-40.47987463585687,3.470387239762536,4904.6393883527835,no
28,student,married,tertiary,no,-706,yes,no,cellular,23,sep,602,1,383,0,failure,-1.456279690528828,95.11674405067521,-9.510389579064125,1.5669623425560535,5761.629904630576,no
38,unemployed,divorced,tertiary,no,4028,no,no,unknown,2,oct,313,3,-1,2,other,1.9329607522182295,95.70772665394782,-6.770070665995867,4.208247238504806,5663.366263322436,no
57,blue-collar,single,university.degree,yes,-486,yes,yes,unknown,29,nov,828,4,-1,6,success,0.6377256438917946,91.61585001125674,-40.24042869035531,3.6186347450684297,4918.620505928036,yes
27,management,divorced,high.school,yes,2857,yes,no,telephone,26,aug,532,1,383,1,success,-2.023088807212522,98.7518987338978,-5.691811062406181,3.4113389770519897,5978.277596162374,yes
35,services,single,tertiary,no,4417,yes,no,unknown,28,may,574,1,-1,6,unknown,-0.8351312378402866,94.34207113501867,-7.09932552675069,3.0687218926426656,5380.940268965955,no
48,management,divorced,tertiary,yes,1061,no,yes,cellular,17,sep,976,5,-1,3,other,1.3378653790306476,93.80369774284094,-49.77242610326261,1.5838964094280292,5696.214904742063,no
58,entrepreneur,single,basic.9y,no,3864,no,yes,telephone,25,feb,583,8,383,3,unknown,0.1777169320665033,97.59120525667768,-5.3259814565937305,2.1441080628282565,5398.271426575178,yes
44,blue-collar,single,high.school,no,3264,yes,no,telephone,27,feb,794,2,-1,4,unknown,1.6265835758913507,90.87890137510549,-43.16695629903321,4.989440371741571,4968.662459171022,no
57,technician,single,high.school,yes,3050,no,yes,unknown,10,may,895,1,-1,3,other,-2.3836967136994947,91.14434294499421,-23.2415864691396,4.124557689237285,5945.5192476770335,yes
59,technician,married,professional.course,yes,-122,no,yes,cellular,26,jun,285,3,-1,7,other,2.6885454830629385,95.89777457815134,-8.930306938781385,2.571674550156419,4822.111524696686,yes
36,unemployed,married,university.degree,no,4595,yes,yes,telephone,8,oct,692,6,383,0,other,1.5648708820371189,91.38078251844476,-16.07579761584629,2.9956554819004357,5891.644002628219,no
42,entrepreneur,single,basic.9y,yes,1188,yes,yes,cellular,6,sep,785,4,-1,8,unknown,-2.370079876397238,91.4344612213929,-30.195021179102138,4.802540309150314,4502.956674047523,no
58,student,divorced,secondary,yes,3271,no,yes,unknown,14,may,414,6,383,3,unknown,-1.1105591272619768,93.90071907908992,-15.08961386957278,1.669022317511256,5427.1715043156055,no
34,student,single,high.school,yes,763,no,yes,telephone,26,feb,931,1,383,2,failure,1.4109917804997636,90.29987275802783,-29.542405609895212,3.920999821393142,5693.923557202931,no
30,self-employed,single,tertiary,yes,1079,yes,yes,unknown,9,jul,3,7,383,9,unknown,1.2422624029181106,98.81523856228749,-2.1456924771972794,3.5568447027832404,4676.783026113735,no
39,unemployed,married,secondary,no,390,yes,yes,unknown,18,jul,771,7,383,5,failure,0.2528189135935981,96.05056676007914,-35.406906295389625,2.670716939222285,4555.7945865844795,no
29,management,divorced,primary,yes,2476,yes,no,cellular,29,aug,616,8,383,3,other,2.974033252167862,91.15478242209348,-30.402935076656508,4.272612130736972,5964.414018190746,no
39,technician,single,secondary,yes,2223,yes,no,unknown,30,jul,332,9,383,6,other,0.48645267657010116,91.69416514095892,-24.431272238213953,1.2764374174027475,5731.456042886849,yes
29,management,divorced,high.school,no,3870,yes,yes,unknown,11,mar,577,6,383,4,unknown,0.5078741416517243,98.51613247842324,-38.21700645568497,3.729595018125051,4973.722840395122,no
58,student,single,basic.9y,yes,303,no,yes,telephone,24,jun,860,9,-1,8,unknown,2.607802044077464,94.83244577261299,-47.887600425642255,4.549217899198157,5706.725376815,no
58,admin.,divorced,university.degree,yes,-78,yes,yes,unknown,27,sep,170,8,-1,1,failure,-2.763816971129815,98.54080842632241,-46.52001523063058,3.5536309685459053,5179.16708170958,yes
41,student,divorced,professional.course,yes,-485,yes,yes,cellular,2,jan,27,4,-1,5,unknown,-2.4190274660417597,93.867042018593,-25.29882350375351,2.253972617712258,5854.853629938128,yes
22,technician,married,primary,yes,1800,yes,no,cellular,15,jan,49,9,383,6,success,-2.8501026696789067,91.57167957927412,-31.00208676711494,2.0498850906145436,5721.477815015958,no
31,self-employed,married,secondary,yes,4737,yes,yes,telephone,10,jul,923,9,383,7,unknown,0.2152433165406924,97.99868781687408,-33.45747575794046,4.901923993697442,5524.306807902082,yes
31,blue-collar,divorced,tertiary,yes,4165,no,no,unknown,26,feb,289,2,383,2,success,2.583365355115789,94.31860386929849,-33.7686248324818,1.5422424833853767,4519.273216422521,no
21,entrepreneur,married,primary,yes,874,yes,no,unknown,1,jun,830,8,-1,4,failure,-1.2397464331461368,93.43818445123227,-4.9013722004255555,2.9610017709545833,4719.397328644439,yes
21,admin.,single,high.school,no,3554,yes,yes,unknown,2,oct,785,2,383,0,unknown,-0.7715249349012492,97.33514812426785,-35.31113480966503,4.662313410470857,4724.7283688607995,yes
52,student,divorced,professional.course,no,2474,yes,yes,unknown,8,jan,458,2,-1,1,failure,-0.07096062296572381,91.39611699024954,-15.758364241804635,2.5368021115105153,5973.034019398077,no
49,management,married,primary,no,987,yes,no,unknown,16,mar,45,5,-1,4,other,2.9948826605240484,99.03609719316478,-31.60231988318326,2.8182011381962075,5927.8858057413445,yes
21,self-employed,divorced,secondary,no,3559,no,no,cellular,23,apr,678,3,-1,2,unknown,-2.390615149545482,90.4987727113124,-21.444930171848416,3.3499140770845783,4984.828337012738,no
32,self-employed,divorced,primary,yes,578,no,no,telephone,16,jul,878,5,383,3,unknown,0.2593338538436356,93.922459258173,-17.34176178132347,0.77926306951013,5467.935921597901,yes
36,technician,single,professional.course,yes,560,yes,no,cellular,31,oct,650,2,-1,9,other,0.7943187381376928,91.6253623160024,-28.10554090288429,4.774085017854965,5601.537435959672,no
